Phone Number,Email,Credit Score,Age Group,Family Background,Income,Intent,family_encoded,age_encoded
+91-9015314009,user4221@test.com,584,51+,Married with Kids,224716,0,1,3
+91-7146097295,user4222@test.com,580,26–35,Married with Kids,483353,0,1,1
+91-6364932567,user4223@test.com,463,51+,Married,109907,0,0,3
+91-8740368868,user4224@test.com,523,36–50,Single,982257,0,2,2
+91-3264709531,user4225@test.com,445,26–35,Married,657068,1,0,1
+91-6175345365,user4226@test.com,329,18–25,Married,551095,1,0,0
+91-9342092345,user4227@test.com,344,51+,Married,659373,0,0,3
+91-9694724826,user4228@test.com,770,18–25,Married,558715,1,0,0
+91-2431427494,user4229@test.com,333,51+,Married,906858,0,0,3
+91-9682933670,user4230@test.com,726,36–50,Married with Kids,369629,0,1,2
+91-5906130808,user4231@test.com,520,26–35,Married with Kids,411671,0,1,1
+91-3727875401,user4232@test.com,833,51+,Married,329632,0,0,3
+91-3972842920,user4233@test.com,666,26–35,Married with Kids,880504,1,1,1
+91-6643951894,user4234@test.com,849,51+,Married with Kids,870497,1,1,3
+91-2417596049,user4235@test.com,415,51+,Married,191005,0,0,3
+91-9670375252,user4236@test.com,538,36–50,Married with Kids,682816,0,1,2
+91-7006922677,user4237@test.com,634,51+,Married with Kids,744919,0,1,3
+91-5877676789,user4238@test.com,740,18–25,Single,389943,1,2,0
+91-6369698353,user4239@test.com,447,51+,Married,878074,0,0,3
+91-6850123497,user4240@test.com,308,51+,Single,500662,0,2,3
+91-3906213903,user4241@test.com,587,51+,Single,281532,0,2,3
+91-9092187292,user4242@test.com,687,36–50,Married,456961,0,0,2
+91-7026380546,user4243@test.com,349,26–35,Single,420404,0,2,1
+91-9885861631,user4244@test.com,816,26–35,Single,245949,1,2,1
+91-6908760648,user4245@test.com,577,36–50,Married with Kids,359673,0,1,2
+91-8266069114,user4246@test.com,599,18–25,Single,517939,1,2,0
+91-6873160592,user4247@test.com,434,18–25,Married,375087,0,0,0
+91-9904145888,user4248@test.com,446,36–50,Married with Kids,503522,0,1,2
+91-9440475276,user4249@test.com,789,26–35,Married with Kids,267856,1,1,1
+91-8079353899,user4250@test.com,777,18–25,Married with Kids,611844,1,1,0
+91-5442761604,user4251@test.com,458,36–50,Married,483545,0,0,2
+91-7393819599,user4252@test.com,683,26–35,Married,775815,1,0,1
+91-9539076212,user4253@test.com,462,18–25,Married,321099,0,0,0
+91-1840782370,user4254@test.com,740,18–25,Single,826808,1,2,0
+91-3305847913,user4255@test.com,488,36–50,Single,523190,0,2,2
+91-3881834135,user4256@test.com,714,26–35,Married with Kids,127371,1,1,1
+91-3077379988,user4257@test.com,638,18–25,Married with Kids,198746,0,1,0
+91-7472231402,user4258@test.com,480,36–50,Married,725536,0,0,2
+91-9157325017,user4259@test.com,587,18–25,Married,788526,1,0,0
+91-1069176640,user4260@test.com,486,26–35,Single,387871,0,2,1
+91-2679438485,user4261@test.com,437,51+,Single,738288,0,2,3
+91-3889675974,user4262@test.com,429,18–25,Married,163969,0,0,0
+91-8953840193,user4263@test.com,493,26–35,Married,521584,1,0,1
+91-2532522660,user4264@test.com,615,18–25,Single,692819,1,2,0
+91-6913546814,user4265@test.com,443,51+,Married with Kids,663385,0,1,3
+91-2542671677,user4266@test.com,315,51+,Married with Kids,266056,0,1,3
+91-6572778073,user4267@test.com,601,18–25,Single,675147,1,2,0
+91-6160967658,user4268@test.com,722,36–50,Single,296300,0,2,2
+91-7562784362,user4269@test.com,544,18–25,Married with Kids,585315,1,1,0
+91-5318582270,user4270@test.com,406,26–35,Single,777510,1,2,1
+91-3765409462,user4271@test.com,387,36–50,Married with Kids,331944,0,1,2
+91-7466698578,user4272@test.com,428,26–35,Married with Kids,156790,0,1,1
+91-9576151021,user4273@test.com,640,26–35,Single,952128,1,2,1
+91-1726829539,user4274@test.com,303,36–50,Married,902080,0,0,2
+91-5919314313,user4275@test.com,626,51+,Married,161779,0,0,3
+91-3741294236,user4276@test.com,709,26–35,Married,206371,1,0,1
+91-9021506233,user4277@test.com,605,18–25,Married,398816,0,0,0
+91-2037931906,user4278@test.com,524,51+,Married,431253,0,0,3
+91-6928242657,user4279@test.com,647,51+,Married,134593,0,0,3
+91-1875169437,user4280@test.com,620,36–50,Married,507002,0,0,2
+91-6317365675,user4281@test.com,480,18–25,Single,587252,1,2,0
+91-5276618581,user4282@test.com,685,18–25,Single,896247,1,2,0
+91-8552811962,user4283@test.com,407,51+,Married,786783,0,0,3
+91-5362018024,user4284@test.com,830,26–35,Single,592696,1,2,1
+91-5781288324,user4285@test.com,709,26–35,Married with Kids,907734,1,1,1
+91-5422031576,user4286@test.com,595,18–25,Married,292136,0,0,0
+91-8524800922,user4287@test.com,470,51+,Married with Kids,317872,0,1,3
+91-6492577170,user4288@test.com,630,51+,Single,447284,0,2,3
+91-6467320238,user4289@test.com,792,51+,Married,783195,1,0,3
+91-6799077895,user4290@test.com,494,36–50,Married with Kids,435500,0,1,2
+91-1053479589,user4291@test.com,311,18–25,Single,673570,1,2,0
+91-5709649968,user4292@test.com,494,18–25,Married,752739,1,0,0
+91-4761630617,user4293@test.com,789,26–35,Married,808074,1,0,1
+91-3522817957,user4294@test.com,481,26–35,Married with Kids,822395,1,1,1
+91-5346598666,user4295@test.com,615,18–25,Married with Kids,123814,0,1,0
+91-3823398071,user4296@test.com,329,18–25,Married with Kids,255161,0,1,0
+91-5537108816,user4297@test.com,395,26–35,Single,549047,1,2,1
+91-7239610679,user4298@test.com,680,18–25,Married with Kids,181673,1,1,0
+91-6269022400,user4299@test.com,743,26–35,Married with Kids,676228,1,1,1
+91-2562910464,user4300@test.com,597,18–25,Married with Kids,186796,0,1,0
+91-6347820278,user4301@test.com,660,36–50,Married,136476,0,0,2
+91-4128177449,user4302@test.com,673,36–50,Married with Kids,757129,1,1,2
+91-1610069920,user4303@test.com,602,51+,Married with Kids,404422,0,1,3
+91-1721477156,user4304@test.com,720,18–25,Single,278066,1,2,0
+91-7773469880,user4305@test.com,545,26–35,Single,902066,1,2,1
+91-6265962813,user4306@test.com,536,18–25,Married with Kids,860395,1,1,0
+91-1902831425,user4307@test.com,833,18–25,Single,226259,1,2,0
+91-2977508097,user4308@test.com,484,51+,Single,504181,0,2,3
+91-3731145856,user4309@test.com,767,26–35,Single,938628,1,2,1
+91-8352633708,user4310@test.com,662,18–25,Married,460823,1,0,0
+91-9032591638,user4311@test.com,582,26–35,Married with Kids,279357,0,1,1
+91-7612317841,user4312@test.com,635,18–25,Married with Kids,286571,0,1,0
+91-1447639061,user4313@test.com,461,51+,Married with Kids,643708,0,1,3
+91-2217134086,user4314@test.com,459,26–35,Single,256308,0,2,1
+91-9045235479,user4315@test.com,773,18–25,Single,892650,1,2,0
+91-3376840360,user4316@test.com,621,36–50,Single,224283,0,2,2
+91-7907697364,user4317@test.com,311,26–35,Married,543108,1,0,1
+91-9848965703,user4318@test.com,723,51+,Single,829391,1,2,3
+91-1447804275,user4319@test.com,372,36–50,Married,330461,0,0,2
+91-8482032157,user4320@test.com,500,26–35,Married with Kids,688345,1,1,1
+91-9903545807,user4321@test.com,821,26–35,Single,965041,1,2,1
+91-6591507180,user4322@test.com,804,26–35,Married,832267,1,0,1
+91-8086711401,user4323@test.com,338,26–35,Married,314202,0,0,1
+91-5900112590,user4324@test.com,359,18–25,Single,242298,0,2,0
+91-5131488344,user4325@test.com,620,18–25,Married,747396,1,0,0
+91-7808796525,user4326@test.com,734,26–35,Single,896478,1,2,1
+91-8623772597,user4327@test.com,707,51+,Married,346027,0,0,3
+91-3265465461,user4328@test.com,685,18–25,Married with Kids,995777,1,1,0
+91-5588094665,user4329@test.com,377,26–35,Married with Kids,137117,0,1,1
+91-4306458357,user4330@test.com,493,26–35,Married with Kids,229980,0,1,1
+91-1806408736,user4331@test.com,584,51+,Single,309944,0,2,3
+91-9268936468,user4332@test.com,826,51+,Married with Kids,288349,0,1,3
+91-8005877001,user4333@test.com,823,51+,Married with Kids,840739,1,1,3
+91-4361638889,user4334@test.com,455,36–50,Married with Kids,552829,0,1,2
+91-9871583573,user4335@test.com,639,26–35,Single,641661,1,2,1
+91-3773440854,user4336@test.com,424,51+,Married,145452,0,0,3
+91-5307177386,user4337@test.com,579,26–35,Single,281161,0,2,1
+91-7936720931,user4338@test.com,427,18–25,Single,106654,0,2,0
+91-9566364437,user4339@test.com,613,26–35,Married with Kids,287213,0,1,1
+91-9976186992,user4340@test.com,631,26–35,Married,223319,0,0,1
+91-5011190986,user4341@test.com,449,36–50,Married with Kids,992078,0,1,2
+91-4917506813,user4342@test.com,753,18–25,Married with Kids,319015,1,1,0
+91-2406842929,user4343@test.com,335,18–25,Single,561110,1,2,0
+91-2314569185,user4344@test.com,719,36–50,Single,913015,1,2,2
+91-7209341535,user4345@test.com,321,51+,Single,873393,0,2,3
+91-2468137367,user4346@test.com,505,51+,Married with Kids,718530,0,1,3
+91-9621344194,user4347@test.com,655,26–35,Married,678256,1,0,1
+91-2275944016,user4348@test.com,739,36–50,Married,759103,1,0,2
+91-4459959409,user4349@test.com,395,51+,Married with Kids,500375,0,1,3
+91-5845167353,user4350@test.com,463,18–25,Married,263223,0,0,0
+91-6514533586,user4351@test.com,447,36–50,Married with Kids,231590,0,1,2
+91-3731230309,user4352@test.com,829,51+,Married,378796,0,0,3
+91-1483046548,user4353@test.com,593,18–25,Married with Kids,571677,1,1,0
+91-7352497803,user4354@test.com,494,36–50,Married,737402,0,0,2
+91-6838224976,user4355@test.com,779,26–35,Single,345615,1,2,1
+91-2179048926,user4356@test.com,422,26–35,Single,875492,1,2,1
+91-9411732655,user4357@test.com,699,18–25,Single,464633,1,2,0
+91-5634232562,user4358@test.com,751,51+,Single,334537,0,2,3
+91-4985582302,user4359@test.com,403,51+,Married with Kids,273420,0,1,3
+91-3726656575,user4360@test.com,761,36–50,Married,830782,1,0,2
+91-7131642540,user4361@test.com,695,18–25,Married with Kids,177001,1,1,0
+91-4497944778,user4362@test.com,636,51+,Single,611769,0,2,3
+91-7516514292,user4363@test.com,441,26–35,Married,176757,0,0,1
+91-8072637666,user4364@test.com,616,18–25,Married with Kids,648683,1,1,0
+91-6131182148,user4365@test.com,826,26–35,Single,233407,1,2,1
+91-9858959295,user4366@test.com,700,18–25,Married,726266,1,0,0
+91-9402191205,user4367@test.com,609,36–50,Married,563328,0,0,2
+91-8076195726,user4368@test.com,794,51+,Single,344348,0,2,3
+91-9415399031,user4369@test.com,408,51+,Single,755860,0,2,3
+91-7924024743,user4370@test.com,671,51+,Married,748829,1,0,3
+91-4480057216,user4371@test.com,505,26–35,Single,323283,0,2,1
+91-7442924981,user4372@test.com,342,51+,Married with Kids,894515,0,1,3
+91-3443666152,user4373@test.com,544,18–25,Single,468742,0,2,0
+91-2687296910,user4374@test.com,586,26–35,Single,312328,0,2,1
+91-2087626318,user4375@test.com,654,36–50,Single,498759,0,2,2
+91-9180945220,user4376@test.com,775,26–35,Married,807597,1,0,1
+91-5660292400,user4377@test.com,382,36–50,Married,458315,0,0,2
+91-5956336808,user4378@test.com,409,26–35,Single,744711,1,2,1
+91-9245349369,user4379@test.com,489,51+,Married,845076,0,0,3
+91-8893194672,user4380@test.com,550,36–50,Single,630901,0,2,2
+91-9704951975,user4381@test.com,590,51+,Married with Kids,996465,0,1,3
+91-9638635461,user4382@test.com,500,26–35,Married,297935,0,0,1
+91-1197932264,user4383@test.com,625,36–50,Single,962634,0,2,2
+91-7791414451,user4384@test.com,810,18–25,Married,622349,1,0,0
+91-4140210024,user4385@test.com,708,18–25,Married with Kids,185666,1,1,0
+91-6109824751,user4386@test.com,807,26–35,Married with Kids,646356,1,1,1
+91-6421471394,user4387@test.com,371,36–50,Single,935489,0,2,2
+91-6340821964,user4388@test.com,546,18–25,Married,905378,1,0,0
+91-1640689289,user4389@test.com,643,51+,Married with Kids,775907,0,1,3
+91-3635618020,user4390@test.com,353,51+,Married,709525,0,0,3
+91-4298158784,user4391@test.com,827,26–35,Single,367913,1,2,1
+91-7302357724,user4392@test.com,831,51+,Married with Kids,780243,1,1,3
+91-4580789824,user4393@test.com,492,51+,Married with Kids,685628,0,1,3
+91-2831716944,user4394@test.com,357,51+,Married,179199,0,0,3
+91-3718728523,user4395@test.com,736,18–25,Married with Kids,204222,1,1,0
+91-3682390755,user4396@test.com,410,36–50,Single,333931,0,2,2
+91-6599657404,user4397@test.com,428,26–35,Single,266234,0,2,1
+91-1588612086,user4398@test.com,625,36–50,Married with Kids,581604,0,1,2
+91-7367061047,user4399@test.com,307,36–50,Single,133434,0,2,2
+91-2378903350,user4400@test.com,328,36–50,Married with Kids,908534,0,1,2
+91-6996671899,user4401@test.com,411,18–25,Married with Kids,121536,0,1,0
+91-2692079875,user4402@test.com,430,51+,Married with Kids,833251,0,1,3
+91-6198770134,user4403@test.com,487,26–35,Married with Kids,823130,1,1,1
+91-3721857467,user4404@test.com,774,36–50,Married,204639,0,0,2
+91-9700452520,user4405@test.com,663,51+,Married with Kids,543604,1,1,3
+91-9543657223,user4406@test.com,503,18–25,Single,675063,1,2,0
+91-2217833451,user4407@test.com,511,36–50,Married,655435,0,0,2
+91-2690223735,user4408@test.com,575,51+,Single,412670,0,2,3
+91-7653924315,user4409@test.com,372,18–25,Married with Kids,254731,0,1,0
+91-3627886486,user4410@test.com,542,51+,Single,865167,0,2,3
+91-8604059001,user4411@test.com,401,26–35,Married,204663,0,0,1
+91-3227813208,user4412@test.com,470,51+,Single,837456,0,2,3
+91-7690629433,user4413@test.com,487,51+,Married,998612,0,0,3
+91-1043649185,user4414@test.com,740,26–35,Married with Kids,486377,1,1,1
+91-2114493880,user4415@test.com,385,26–35,Married with Kids,123088,0,1,1
+91-4271053840,user4416@test.com,775,51+,Single,168464,0,2,3
+91-6245500753,user4417@test.com,351,26–35,Single,992353,1,2,1
+91-8188393265,user4418@test.com,410,51+,Married with Kids,946430,0,1,3
+91-4462971879,user4419@test.com,342,36–50,Married with Kids,926814,0,1,2
+91-4261373537,user4420@test.com,510,51+,Single,390328,0,2,3
+91-9014956436,user4421@test.com,499,18–25,Married with Kids,251171,0,1,0
+91-5328943534,user4422@test.com,325,26–35,Married,845866,1,0,1
+91-4803721429,user4423@test.com,598,36–50,Married,846640,0,0,2
+91-7250203651,user4424@test.com,376,26–35,Single,137739,0,2,1
+91-1471358967,user4425@test.com,436,26–35,Single,239461,0,2,1
+91-5033545805,user4426@test.com,319,26–35,Married with Kids,117352,0,1,1
+91-2650427737,user4427@test.com,739,18–25,Married with Kids,226788,1,1,0
+91-8517426569,user4428@test.com,510,18–25,Married,514364,1,0,0
+91-5719840394,user4429@test.com,850,51+,Single,656116,1,2,3
+91-8175968140,user4430@test.com,734,18–25,Single,692328,1,2,0
+91-2351715299,user4431@test.com,506,26–35,Single,456423,0,2,1
+91-8063622089,user4432@test.com,738,36–50,Single,194430,0,2,2
+91-8457229031,user4433@test.com,341,36–50,Married,851891,0,0,2
+91-5733294004,user4434@test.com,710,36–50,Married,550330,1,0,2
+91-7595530321,user4435@test.com,822,26–35,Single,740245,1,2,1
+91-2877072455,user4436@test.com,726,18–25,Married,642036,1,0,0
+91-8376187496,user4437@test.com,574,36–50,Single,712924,0,2,2
+91-8060043069,user4438@test.com,747,26–35,Married,789051,1,0,1
+91-6365767381,user4439@test.com,668,26–35,Married with Kids,215158,1,1,1
+91-7419273158,user4440@test.com,519,36–50,Married,319589,0,0,2
+91-6125505603,user4441@test.com,531,36–50,Single,296354,0,2,2
+91-7341706223,user4442@test.com,627,51+,Married with Kids,853604,0,1,3
+91-7818062841,user4443@test.com,742,51+,Single,815720,1,2,3
+91-9576188622,user4444@test.com,351,26–35,Married with Kids,372390,0,1,1
+91-6120120266,user4445@test.com,675,51+,Married with Kids,341851,0,1,3
+91-3276433205,user4446@test.com,562,51+,Married,159395,0,0,3
+91-1032235412,user4447@test.com,566,36–50,Married,787846,0,0,2
+91-5430077308,user4448@test.com,658,51+,Married with Kids,523556,1,1,3
+91-2385042803,user4449@test.com,616,26–35,Married with Kids,412444,0,1,1
+91-9108916993,user4450@test.com,623,36–50,Married with Kids,496302,0,1,2
+91-3359616727,user4451@test.com,720,51+,Single,322143,0,2,3
+91-8641525470,user4452@test.com,345,51+,Married,886401,0,0,3
+91-1394678793,user4453@test.com,568,51+,Single,901292,0,2,3
+91-3656384753,user4454@test.com,680,18–25,Married,641301,1,0,0
+91-3392458103,user4455@test.com,417,51+,Single,500623,0,2,3
+91-1696343620,user4456@test.com,415,51+,Married,657830,0,0,3
+91-3818069547,user4457@test.com,559,26–35,Married with Kids,124935,0,1,1
+91-3036130002,user4458@test.com,374,51+,Married with Kids,600229,0,1,3
+91-4069186166,user4459@test.com,779,18–25,Married,673367,1,0,0
+91-5654033004,user4460@test.com,604,36–50,Married with Kids,134111,0,1,2
+91-6777206510,user4461@test.com,306,51+,Married with Kids,942982,0,1,3
+91-3782785667,user4462@test.com,665,51+,Single,306769,0,2,3
+91-7522795907,user4463@test.com,822,26–35,Married,582333,1,0,1
+91-3368510345,user4464@test.com,647,51+,Married with Kids,591029,0,1,3
+91-7682169304,user4465@test.com,737,51+,Married,318008,0,0,3
+91-7489546191,user4466@test.com,514,51+,Single,963387,0,2,3
+91-2564765483,user4467@test.com,728,51+,Married,140565,0,0,3
+91-1482916445,user4468@test.com,797,36–50,Single,119283,0,2,2
+91-4819134886,user4469@test.com,839,26–35,Single,952902,1,2,1
+91-7801450141,user4470@test.com,666,36–50,Single,331362,0,2,2
+91-7739573553,user4471@test.com,612,18–25,Married with Kids,711204,1,1,0
+91-1993626626,user4472@test.com,837,51+,Single,179552,0,2,3
+91-2648424881,user4473@test.com,353,18–25,Married,138233,0,0,0
+91-5251613091,user4474@test.com,840,36–50,Married,621410,1,0,2
+91-7625774168,user4475@test.com,766,18–25,Married with Kids,384839,1,1,0
+91-8436603416,user4476@test.com,463,51+,Married with Kids,750728,0,1,3
+91-2491523545,user4477@test.com,633,18–25,Single,273806,0,2,0
+91-8443278019,user4478@test.com,846,36–50,Single,443401,0,2,2
+91-5951664761,user4479@test.com,647,51+,Single,887937,0,2,3
+91-4557731628,user4480@test.com,572,26–35,Married with Kids,405758,0,1,1
+91-2468769209,user4481@test.com,713,36–50,Married with Kids,101010,0,1,2
+91-9289916437,user4482@test.com,799,51+,Married,344300,0,0,3
+91-6286683242,user4483@test.com,392,26–35,Single,605002,1,2,1
+91-2021939917,user4484@test.com,378,18–25,Single,754848,1,2,0
+91-3348737208,user4485@test.com,516,18–25,Married,250933,0,0,0
+91-9086164322,user4486@test.com,657,18–25,Married,517341,1,0,0
